Date,Pay Code,Hours,Wages,Associate UIK
9/29/2022,Regular,6.35,128.78,2726389
9/29/2022,Regular,8,384.62,2727845
9/29/2022,Regular,8.1,160.06,2725856
9/29/2022,Regular,7.88,154.28,2737036
9/29/2022,Regular,8,230.77,2726272
9/29/2022,Regular,7.87,181.72,2725921
9/29/2022,Unpaid Time Off,8,0,2729028
9/29/2022,Regular,8.25,180.18,2725960
9/29/2022,Regular,8.05,144.42,2725596
9/29/2022,Regular,8.4,192.19,2725986
9/29/2022,Regular,8.28,179.17,2725973
9/29/2022,Regular,8,119.52,2727247
9/29/2022,Regular,7.88,118.88,2726792
9/29/2022,Regular,8.05,159.31,2726298
9/29/2022,Regular,8,196,2746981
9/29/2022,Regular,7.7,116.12,2726805
9/29/2022,Regular,8.37,182.73,2728989
9/29/2022,PTO,1,21.84,2728989
9/29/2022,PTO,1,19.57,2727169
9/29/2022,Regular,8.27,161.78,2727169
9/29/2022,Regular,8,121.84,2735034
9/29/2022,Regular,8.42,155.71,2742717
9/29/2022,Regular,8.1,153.9,2742288
9/29/2022,Regular,7.87,121.38,2726818
9/29/2022,Regular,8.32,162.18,2740637
9/29/2022,PTO,8,259.86,2725453
9/29/2022,Overtime,3.95,117.08,2727702
9/29/2022,PTO,1,19.76,2727702
9/29/2022,Regular,3.25,64.22,2727702
9/29/2022,Regular,7.83,160.04,2702391
9/29/2022,Regular,7.87,118.54,2726623
9/29/2022,Overtime,9.53,321.75,2737023
9/29/2022,Regular,8.47,152.4,2745551
9/29/2022,Regular,8,119.52,2727260
9/29/2022,Regular,8,230.77,2729041
9/29/2022,Regular,4.47,104.52,2726246
9/29/2022,Overtime,3.7,129.87,2726246
9/29/2022,Regular,8.25,159.64,2726350
9/29/2022,Regular,8.25,173.25,2726415
9/29/2022,Regular,8.5,167.96,2726857
9/29/2022,Regular,0.97,18.37,2746448
9/29/2022,Regular,7.93,119.63,2726896
9/29/2022,Regular,8,357.69,2731004
9/29/2022,Regular,8.22,156.12,2687402
9/29/2022,Regular,8.5,249.9,2725492
9/29/2022,Regular,7.67,115.61,2726909
9/29/2022,Regular,8,223.08,2725869
9/29/2022,Regular,8.08,146.39,2736321
9/29/2022,Overtime,2.33,66.15,2726493
9/29/2022,Regular,5.92,111.83,2726493
9/29/2022,Overtime,0.95,25.56,2725752
9/29/2022,Regular,7.22,129.47,2725752
9/29/2022,Regular,8,353.85,2729964
9/29/2022,Regular,8.6,169.94,2726597
9/29/2022,Regular,8,234.18,2726155
9/29/2022,Regular,8.47,171.7,2726545
9/29/2022,Regular,8.9,169.1,2745564
9/29/2022,Regular,7.67,115.61,2726948
9/29/2022,Regular,8.4,179.09,2726441
9/29/2022,Regular,8.5,166.35,2735086
9/29/2022,Regular,8.35,189.21,2726012
9/29/2022,Regular,8.75,172.9,2726129
9/29/2022,Regular,9.22,186.91,2726584
9/29/2022,Regular,8,120.64,2727286
9/29/2022,Regular,7.42,110.81,2727689
9/29/2022,Overtime,8.57,377.79,2727676
9/29/2022,Regular,8,315.44,2727858
9/29/2022,Regular,8,151.44,2725401
9/29/2022,Regular,8,328.82,2727806
9/29/2022,Regular,7.85,121.13,2727312
9/29/2022,Regular,7.85,121.13,2727325
9/29/2022,PTO,1,15.08,2726935
9/29/2022,Regular,7.02,105.81,2726935
9/29/2022,Overtime,4.58,157.3,2726558
9/29/2022,Regular,3.67,83.89,2726558
9/29/2022,Regular,8.07,151.01,2736997
9/29/2022,Regular,0,0,2744719
9/29/2022,Regular,8.62,168.63,2725882
9/29/2022,Overtime,4.43,126.35,2746864
9/29/2022,Regular,4.32,82.02,2746864
9/29/2022,Regular,8.72,165.62,2741170
9/29/2022,Regular,8,120.64,2727338
9/29/2022,Regular,8.17,155.17,2742496
9/29/2022,Regular,8,199.84,2725427
9/29/2022,Regular,5.62,100.76,2725700
9/29/2022,Regular,8.12,122.4,2725531
9/29/2022,Unpaid Time Off,8,0,2726974
9/29/2022,Regular,7.7,116.12,2736334
9/29/2022,Regular,8,384.62,2735073
9/29/2022,Regular,8,346.15,2739168
9/29/2022,Regular,8.58,163.08,2743653
9/29/2022,Overtime,1.05,23.53,2727429
9/29/2022,Regular,6.95,103.83,2727429
9/29/2022,Regular,8.62,170.27,2726233
9/29/2022,Regular,8.17,146.51,2725648
9/29/2022,Regular,8.57,171.33,2744745
9/29/2022,Regular,8,158.08,2726402
9/29/2022,Regular,7.82,119.52,2727364
9/29/2022,Regular,8,152,2726987
9/29/2022,Regular,7.83,118.13,2726961
9/29/2022,Regular,9.05,136.47,2727000
9/29/2022,Regular,8.42,126.92,2725544
9/29/2022,Regular,8,120.64,2727715
9/29/2022,Regular,10.57,310.66,2725505
9/29/2022,Regular,8.12,180.68,2726168
9/29/2022,Overtime,2.68,87.91,2726285
9/29/2022,Regular,6.07,132.5,2726285
9/29/2022,Regular,8.85,168.15,2741157
9/29/2022,Regular,8.25,165.74,2726571
9/29/2022,Regular,7.92,152.4,2701806
9/29/2022,Regular,8.1,155.93,2710048
9/29/2022,Regular,8.93,169.73,2741144
9/29/2022,Regular,4.77,89.23,2726480
9/29/2022,Overtime,3.48,97.81,2726480
9/29/2022,Regular,8,120.64,2727013
9/29/2022,Regular,8,515.38,2727728
9/29/2022,Regular,9,189.81,2725388
9/29/2022,Regular,8.25,148.01,2735021
9/29/2022,Regular,8,615.38,2727767
9/29/2022,Regular,8,120.64,2727403
9/29/2022,Regular,0,0,2741105
9/29/2022,Regular,8.5,185.64,2725908
9/29/2022,Regular,8.5,185.64,2726194
9/29/2022,Regular,8,120.64,2727026
9/29/2022,Regular,9,179.55,2725557
9/29/2022,Regular,9.07,181.33,2742561
9/29/2022,Regular,8.33,154.17,2742548
9/29/2022,Regular,8,309.57,2727819
9/29/2022,Regular,8.3,172.72,2725609
9/29/2022,Regular,8.35,158.65,2746552
9/29/2022,Regular,8,121.84,2735047
9/29/2022,Regular,4.48,85.18,2746877
9/29/2022,Overtime,4.1,116.85,2746877
9/29/2022,Regular,8.18,200.49,2746955
9/29/2022,Regular,7.85,117.28,2727052
9/29/2022,Regular,8.05,144.9,2745577
9/29/2022,Regular,8.02,148.31,2741079
9/29/2022,Regular,8.9,203.63,2726181
9/29/2022,Regular,0,0,2725661
9/29/2022,Regular,8,238.46,2743263
9/29/2022,Regular,8,120.64,2727065
9/29/2022,Regular,8,120.64,2727078
9/29/2022,Regular,8,120.64,2727091
9/29/2022,Regular,8.35,144.04,2727104
9/29/2022,Regular,8,120.64,2727962
9/29/2022,Regular,7.77,117.12,2727117
9/29/2022,Regular,8.5,167.96,2727130
9/29/2022,Regular,9.02,206.3,2726532
9/29/2022,Regular,8,269.23,2725518
9/29/2022,Regular,6.2,114.95,2737088
9/29/2022,Overtime,2,55.62,2737088
9/29/2022,Regular,8,348.08,2729860
9/29/2022,PTO,8,211.54,2726714
9/29/2022,Regular,8.27,148.3,2725674
9/29/2022,Regular,7.8,117.62,2727884
9/29/2022,Regular,8.5,166.35,2725947
9/29/2022,Regular,8.1,156.74,2726337
9/29/2022,Overtime,8.17,355.25,2742535
9/29/2022,Regular,4.2,121.8,2742535
9/29/2022,Regular,8,158.08,2727143
9/29/2022,Regular,8,152,2747046
9/29/2022,Regular,8.25,167.31,2726506
9/29/2022,Regular,7.9,121.9,2727182
9/29/2022,Regular,8.5,185.64,2725934
9/29/2022,Regular,8.77,207.16,2728937
9/29/2022,Regular,8.6,275.2,2745499
9/29/2022,Regular,8.3,188.08,2726038
9/29/2022,Regular,8.52,201.25,2726207
9/29/2022,Regular,8,250.5,2726025
9/29/2022,Regular,8.6,275.2,2747345
9/29/2022,Regular,8.25,158.15,2726428
9/29/2022,Overtime,1.1,38.99,2725466
9/29/2022,Regular,9.12,215.43,2725466
9/29/2022,Regular,8.25,148.01,2735138
9/30/2022,Overtime,0.33,7.54,2727156
9/30/2022,Regular,7.67,115.61,2727156
9/30/2022,Regular,8,258.49,2727832
9/30/2022,Regular,7.87,118.63,2727208
9/30/2022,Overtime,0.13,3.02,2727208
9/30/2022,Regular,8,196,2746942
9/30/2022,Regular,6.98,125.28,2725570
9/30/2022,Overtime,1.27,34.09,2725570
9/30/2022,Overtime,1.48,48.59,2726090
9/30/2022,Regular,6.75,147.42,2726090
9/30/2022,PTO,8,237.94,2736269
9/30/2022,Regular,8.33,164.67,2736347
9/30/2022,Regular,9.68,183.98,2743042
9/30/2022,Overtime,1.27,33.76,2725583
9/30/2022,Regular,7,124.39,2725583
9/30/2022,Regular,8,123.44,2726766
9/30/2022,Regular,6.17,92.13,2727221
9/30/2022,Overtime,1.83,41.09,2727221
9/30/2022,Regular,7.67,115.61,2727234
9/30/2022,Overtime,0.33,7.54,2727234
9/30/2022,Overtime,9.3,313.88,2725739
9/30/2022,Regular,8,384.62,2727845
9/30/2022,Regular,8.5,166.35,2737036
9/30/2022,Regular,8,230.77,2726272
9/30/2022,Overtime,2.55,88.36,2725921
9/30/2022,Regular,5.95,137.45,2725921
9/30/2022,Regular,8.5,167.96,2729028
9/30/2022,PTO,8,174.72,2725960
9/30/2022,Regular,7.13,127.97,2725596
9/30/2022,Overtime,0.93,25.12,2725596
9/30/2022,Regular,8.5,194.48,2725986
9/30/2022,Overtime,2.73,88.68,2725973
9/30/2022,Regular,5.77,124.73,2725973
9/30/2022,Regular,7.67,114.54,2727247
9/30/2022,Overtime,0.33,7.47,2727247
9/30/2022,Regular,8,120.64,2726792
9/30/2022,Overtime,1.42,42.05,2726298
9/30/2022,Regular,6.83,135.23,2726298
9/30/2022,Regular,8,196,2746981
9/30/2022,Regular,7.98,120.39,2726805
9/30/2022,Overtime,3.1,101.56,2728989
9/30/2022,Regular,5.4,117.94,2728989
9/30/2022,Regular,6.82,133.4,2727169
9/30/2022,Overtime,1.68,49.41,2727169
9/30/2022,Regular,8.05,148.93,2742717
9/30/2022,Overtime,0.15,4.16,2742717
9/30/2022,Regular,6.92,131.42,2742288
9/30/2022,Overtime,0.43,12.35,2742288
9/30/2022,Regular,8,123.44,2726818
9/30/2022,Overtime,1.57,45.83,2740637
9/30/2022,Regular,6.73,131.3,2740637
9/30/2022,PTO,8,259.86,2725453
9/30/2022,Regular,7.93,162.08,2702391
9/30/2022,Regular,8,120.55,2726623
9/30/2022,Overtime,7.05,190.35,2745551
9/30/2022,Regular,1.38,24.9,2745551
9/30/2022,Regular,7.53,112.55,2727260
9/30/2022,Overtime,0.47,10.46,2727260
9/30/2022,Regular,8,230.77,2729041
9/30/2022,Regular,3.68,71.27,2726350
9/30/2022,PTO,3,58.05,2726350
9/30/2022,Overtime,4.82,151.73,2726415
9/30/2022,Regular,3.32,69.65,2726415
9/30/2022,Regular,8.22,162.36,2726857
9/30/2022,Unpaid Time Off,8,0,2746448
9/30/2022,Regular,8,120.64,2726896
9/30/2022,Regular,8,357.69,2731004
9/30/2022,Regular,8.85,168.15,2687402
9/30/2022,Overtime,7.53,332.22,2725492
9/30/2022,Regular,3.68,108.29,2725492
9/30/2022,Regular,7.98,120.39,2726909
9/30/2022,Regular,8,223.08,2725869
9/30/2022,Regular,8.25,149.41,2736321
9/30/2022,Regular,8,353.85,2729964
9/30/2022,Regular,5,98.8,2726597
9/30/2022,Overtime,3.5,103.74,2726597
9/30/2022,Regular,8,234.18,2726155
9/30/2022,Regular,3.98,80.78,2726545
9/30/2022,Overtime,4.68,142.47,2726545
9/30/2022,Overtime,3.48,99.28,2745564
9/30/2022,Regular,4.8,91.2,2745564
9/30/2022,Regular,8,120.64,2726948
9/30/2022,Regular,8.25,175.89,2726441
9/30/2022,Overtime,4.62,135.52,2735086
9/30/2022,Regular,3.88,76,2735086
9/30/2022,Overtime,2.08,70.81,2726012
9/30/2022,Regular,6.42,145.4,2726012
9/30/2022,Regular,5.27,104.07,2726129
9/30/2022,Overtime,3.48,103.25,2726129
9/30/2022,Overtime,4.07,123.71,2726584
9/30/2022,Regular,4.52,91.6,2726584
9/30/2022,PTO,8,120.64,2727286
9/30/2022,Regular,8.05,120.27,2727689
9/30/2022,Regular,8,315.44,2727858
9/30/2022,Overtime,0.18,5.21,2725401
9/30/2022,Regular,7.93,150.18,2725401
9/30/2022,Regular,8,328.82,2727806
9/30/2022,Regular,7.88,121.64,2727312
9/30/2022,Overtime,0.18,4.24,2727325
9/30/2022,Regular,7.93,122.41,2727325
9/30/2022,Regular,7.82,117.88,2726935
9/30/2022,Unpaid Time Off,8,0,2725479
9/30/2022,Regular,3.6,67.39,2736997
9/30/2022,Overtime,4.35,122.15,2736997
9/30/2022,Regular,0,0,2744719
9/30/2022,Overtime,3.58,105.19,2725882
9/30/2022,Regular,4.92,96.22,2725882
9/30/2022,Overtime,4.12,117.33,2741170
9/30/2022,Regular,4.38,83.28,2741170
9/30/2022,Overtime,0.15,3.39,2727338
9/30/2022,Regular,7.85,118.38,2727338
9/30/2022,Regular,7.27,138.07,2742496
9/30/2022,Overtime,0.33,12.49,2725427
9/30/2022,Regular,7.67,191.51,2725427
9/30/2022,Regular,4.52,81.03,2725700
9/30/2022,Regular,7.38,111.34,2725531
9/30/2022,Overtime,0.88,19.98,2725531
9/30/2022,Unpaid Time Off,8,0,2726974
9/30/2022,Regular,7.67,115.61,2736334
9/30/2022,Regular,12,228,2748086
9/30/2022,Regular,8,384.62,2735073
9/30/2022,Regular,8,346.15,2739168
9/30/2022,Overtime,4.55,134.86,2726233
9/30/2022,Regular,4.2,82.99,2726233
9/30/2022,Regular,8.27,148.3,2725648
9/30/2022,Overtime,2.82,84.5,2744745
9/30/2022,Regular,5.75,115,2744745
9/30/2022,Regular,8,122.32,2727364
9/30/2022,Regular,4.75,90.25,2726987
9/30/2022,Regular,8,120.64,2726961
9/30/2022,Overtime,7.1,160.6,2727000
9/30/2022,Regular,2.22,33.43,2727000
9/30/2022,Regular,5.2,78.42,2725544
9/30/2022,Overtime,3.08,69.75,2725544
9/30/2022,Overtime,0.33,7.54,2727715
9/30/2022,Regular,7.67,115.61,2727715
9/30/2022,Regular,10.5,308.7,2725505
9/30/2022,Regular,7.27,161.76,2726168
9/30/2022,Overtime,0.73,24.49,2726168
9/30/2022,Regular,4.23,80.43,2741157
9/30/2022,Overtime,4.15,118.28,2741157
9/30/2022,Regular,6.45,129.58,2726571
9/30/2022,Overtime,1.8,54.24,2726571
9/30/2022,Regular,0,0,2701806
9/30/2022,Overtime,0.27,7.7,2710048
9/30/2022,Regular,7.8,150.15,2710048
9/30/2022,Overtime,0.55,12.44,2727013
9/30/2022,Regular,7.45,112.35,2727013
9/30/2022,Regular,8,515.38,2727728
9/30/2022,Overtime,6.03,190.86,2725388
9/30/2022,Regular,2.97,62.57,2725388
9/30/2022,Regular,6.8,121.99,2735021
9/30/2022,Overtime,1.45,39.02,2735021
9/30/2022,Regular,8,615.38,2727767
9/30/2022,Overtime,0.32,7.16,2727403
9/30/2022,Regular,7.68,115.86,2727403
9/30/2022,Overtime,9.5,327.75,2741105
9/30/2022,Regular,5.42,118.3,2725908
9/30/2022,Overtime,3.08,101.01,2725908
9/30/2022,Regular,4.82,105.2,2726194
9/30/2022,Overtime,3.68,120.67,2726194
9/30/2022,Overtime,0.72,16.21,2727026
9/30/2022,Regular,7.55,113.85,2727026
9/30/2022,Regular,4,79.8,2725557
9/30/2022,Overtime,4.5,134.66,2725557
9/30/2022,Overtime,5.35,160.5,2742561
9/30/2022,Regular,3.7,74,2742561
9/30/2022,Regular,8.15,150.78,2742548
9/30/2022,Regular,8,309.57,2727819
9/30/2022,Overtime,1.4,43.7,2725609
9/30/2022,Regular,6.85,142.55,2725609
9/30/2022,Overtime,1.55,44.18,2746552
9/30/2022,Regular,6.73,127.93,2746552
9/30/2022,Regular,6.6,100.52,2735047
9/30/2022,Overtime,1.07,39.2,2746955
9/30/2022,Regular,7.2,176.4,2746955
9/30/2022,Overtime,11.88,319.78,2727468
9/30/2022,Regular,7.87,141.13,2727468
9/30/2022,Regular,8,119.52,2727052
9/30/2022,Regular,3.7,66.6,2745577
9/30/2022,Regular,2.92,53.96,2741079
9/30/2022,Regular,3.42,78.17,2726181
9/30/2022,Overtime,4.83,165.88,2726181
9/30/2022,Overtime,7.98,216.87,2725661
9/30/2022,Regular,8,238.46,2743263
9/30/2022,Overtime,0.48,10.93,2727065
9/30/2022,Regular,7.83,118.13,2727065
9/30/2022,Regular,7.83,118.13,2727078
9/30/2022,Overtime,0.48,10.93,2727078
9/30/2022,Regular,8,120.64,2727091
9/30/2022,Regular,7,120.75,2727104
9/30/2022,Overtime,1.33,34.5,2727104
9/30/2022,Regular,8,120.64,2727962
9/30/2022,Regular,8,120.64,2727117
9/30/2022,Regular,5.88,116.25,2727130
9/30/2022,Overtime,2.62,77.56,2727130
9/30/2022,Overtime,3.45,118.4,2726532
9/30/2022,Regular,4.8,109.82,2726532
9/30/2022,PTO,8,269.23,2725518
9/30/2022,Regular,8,348.08,2729860
9/30/2022,PTO,8,211.54,2726714
9/30/2022,Overtime,1.17,31.4,2725674
9/30/2022,Regular,7.1,127.37,2725674
9/30/2022,Regular,8,120.64,2727884
9/30/2022,Regular,5.35,104.7,2725947
9/30/2022,Overtime,3.15,92.47,2725947
9/30/2022,Regular,6.67,129,2726337
9/30/2022,Overtime,1.47,42.57,2726337
9/30/2022,Overtime,12.77,555.35,2742535
9/30/2022,Overtime,6.08,180.31,2727143
9/30/2022,Regular,5.95,117.57,2727143
9/30/2022,Regular,7.32,139.02,2747046
9/30/2022,Regular,7,141.96,2726506
9/30/2022,Overtime,1.25,38.03,2726506
9/30/2022,Regular,8,123.44,2727182
9/30/2022,Overtime,2.38,78.08,2725934
9/30/2022,Regular,6.12,133.59,2725934
9/30/2022,Overtime,3.35,118.74,2728937
9/30/2022,Regular,5.3,125.24,2728937
9/30/2022,Overtime,3.53,169.6,2745499
9/30/2022,Regular,5.05,161.6,2745499
9/30/2022,Overtime,2,67.98,2726038
9/30/2022,Regular,6.62,149.93,2726038
9/30/2022,Overtime,5.03,178.41,2726207
9/30/2022,Regular,3.42,80.74,2726207
9/30/2022,Regular,8,250.5,2726025
9/30/2022,Regular,4.98,159.47,2747345
9/30/2022,Overtime,3.57,171.2,2747345
9/30/2022,Overtime,10.3,365.08,2725466
9/30/2022,Regular,8.25,148.01,2735138
10/1/2022,Regular,12.42,235.92,2748086
10/1/2022,Overtime,4.22,183.43,2742535
10/1/2022,Overtime,7.1,340.8,2745499
10/1/2022,Overtime,6.8,326.4,2747345
10/2/2022,PTO,8,158.08,2732213
10/2/2022,Regular,8.55,192.38,2726259
10/2/2022,Regular,8.92,180.83,2726389
10/2/2022,Regular,8,121.84,2735034
10/2/2022,Regular,8.48,167.63,2727702
10/2/2022,Regular,9.77,219.75,2737023
10/2/2022,Regular,8.57,200.46,2726246
10/2/2022,Regular,8.25,155.93,2726493
10/2/2022,Regular,7.88,141.43,2725752
10/2/2022,Regular,9.9,291.06,2727676
10/2/2022,Regular,9.88,226.13,2726558
10/2/2022,Regular,8.52,161.82,2746864
10/2/2022,Regular,12.43,236.23,2748086
10/2/2022,Regular,7.62,113.79,2727429
10/2/2022,Regular,9.08,179.49,2726402
10/2/2022,Regular,8.57,187.1,2726285
10/2/2022,Regular,8.27,157.07,2746877
10/2/2022,Regular,8.87,164.39,2737088
10/2/2022,Regular,9.6,184.03,2726428
10/6/2022,Regular,8,120.64,2727156
10/6/2022,Regular,8,258.49,2727832
10/6/2022,Regular,8,120.64,2727208
10/6/2022,Regular,8,196,2746942
10/6/2022,PTO,8,143.52,2725570
10/6/2022,Regular,7.85,171.44,2726090
10/6/2022,Regular,8.5,167.96,2732213
10/6/2022,Regular,8,237.94,2736269
10/6/2022,PTO,8,158.08,2736347
10/6/2022,Regular,8.77,166.57,2743042
10/6/2022,Regular,8.4,149.27,2725583
10/6/2022,Regular,8.18,126.27,2726766
10/6/2022,Regular,5.83,131.25,2726259
10/6/2022,Overtime,2.68,90.56,2726259
10/6/2022,Regular,8,119.52,2727221
10/6/2022,PTO,8,120.64,2727234
10/6/2022,Regular,9.82,220.88,2725739
10/6/2022,Regular,6.57,133.17,2726389
10/6/2022,Overtime,1.68,51.21,2726389
10/6/2022,Regular,8,384.62,2727845
10/6/2022,Regular,8,158.08,2725856
10/6/2022,Regular,8.63,168.95,2737036
10/6/2022,Regular,8,230.77,2726272
10/6/2022,Regular,8.7,200.97,2725921
10/6/2022,Regular,4.5,88.92,2729028
10/6/2022,Regular,8.73,190.74,2725960
10/6/2022,Regular,8.38,150.4,2725596
10/6/2022,Regular,8.5,194.48,2725986
10/6/2022,Regular,6.4,138.43,2725973
10/6/2022,Unpaid Time Off,8,0,2727247
10/6/2022,Regular,8.12,122.4,2726792
10/6/2022,Regular,8.25,163.27,2726298
10/6/2022,Regular,8,196,2746981
10/6/2022,Regular,8.17,123.15,2726805
10/6/2022,Regular,6.52,142.32,2728989
10/6/2022,Regular,8.6,168.3,2727169
10/6/2022,Regular,0,0,2735034
10/6/2022,Regular,8.3,153.55,2742717
10/6/2022,Regular,10.2,193.8,2742288
10/6/2022,Regular,8.1,124.98,2726818
10/6/2022,Regular,8.38,163.48,2740637
10/6/2022,Regular,8,259.86,2725453
10/6/2022,Regular,5,95,2748372
10/6/2022,Overtime,3.1,91.88,2727702
10/6/2022,Regular,5.65,111.64,2727702
10/6/2022,Regular,8.02,163.78,2702391
10/6/2022,Regular,8.15,122.81,2726623
10/6/2022,Overtime,9.47,319.5,2737023
10/6/2022,Regular,8.25,148.5,2745551
10/6/2022,Regular,8.18,122.26,2727260
10/6/2022,Regular,8,230.77,2729041
10/6/2022,Overtime,3.52,123.44,2726246
10/6/2022,Regular,5.23,122.46,2726246
10/6/2022,Regular,8.48,164.15,2726350
10/6/2022,Regular,8.35,175.35,2726415
10/6/2022,Regular,8.23,162.69,2726857
10/6/2022,Regular,9.18,174.48,2746448
10/6/2022,Overtime,1.07,30.4,2746448
10/6/2022,Regular,8,120.64,2726896
10/6/2022,Regular,8,357.69,2731004
10/6/2022,Regular,9.52,180.82,2687402
10/6/2022,Regular,8.27,243.04,2725492
10/6/2022,Regular,8.03,121.14,2726909
10/6/2022,Regular,8,223.08,2725869
10/6/2022,Regular,8.37,151.52,2736321
10/6/2022,Regular,8.25,155.93,2726493
10/6/2022,Overtime,1.03,27.81,2725752
10/6/2022,Regular,7.13,127.97,2725752
10/6/2022,Regular,8,353.85,2729964
10/6/2022,Regular,8.62,170.27,2726597
10/6/2022,Regular,8,234.18,2726155
10/6/2022,Regular,8.38,170.01,2726545
10/6/2022,Regular,8.65,164.35,2745564
10/6/2022,Regular,7.87,118.63,2726948
10/6/2022,Regular,8.25,175.89,2726441
10/6/2022,PTO,7,136.99,2735086
10/6/2022,Unpaid Time Off,1,0,2735086
10/6/2022,Regular,6.5,147.29,2726012
10/6/2022,PTO,2,45.32,2726012
10/6/2022,Regular,8.55,168.95,2726129
10/6/2022,Regular,8.25,167.31,2726584
10/6/2022,Regular,8,120.64,2727286
10/6/2022,Regular,8,119.52,2727689
10/6/2022,Regular,1.55,45.57,2727676
10/6/2022,Overtime,9.15,403.52,2727676
10/6/2022,PTO,8,315.44,2727858
10/6/2022,Regular,8,151.44,2725401
10/6/2022,PTO,8,328.82,2727806
10/6/2022,Regular,8,123.44,2727312
10/6/2022,Regular,8,123.44,2727325
10/6/2022,Regular,8,120.64,2726935
10/6/2022,Regular,5.37,122.79,2726558
10/6/2022,Overtime,2.88,98.96,2726558
10/6/2022,Unpaid Time Off,8,0,2725479
10/6/2022,Regular,8.1,151.63,2736997
10/6/2022,Regular,0,0,2744719
10/6/2022,PTO,3,58.71,2725882
10/6/2022,Regular,5.5,107.64,2725882
10/6/2022,Overtime,2.88,82.18,2746864
10/6/2022,Regular,5.65,107.35,2746864
10/6/2022,Regular,9.15,173.85,2741170
10/6/2022,Regular,8,120.64,2727338
10/6/2022,Regular,8.2,155.8,2742496
10/6/2022,Regular,8,199.84,2725427
10/6/2022,Regular,8.3,148.9,2725700
10/6/2022,Regular,8.1,122.15,2725531
10/6/2022,Regular,7.85,117.28,2726974
10/6/2022,Regular,4.22,63.59,2736334
10/6/2022,Regular,8,384.62,2735073
10/6/2022,Regular,8,346.15,2739168
10/6/2022,Regular,8.43,160.23,2743653
10/6/2022,Regular,8,119.52,2727429
10/6/2022,Regular,8.98,177.51,2726233
10/6/2022,Regular,8.5,152.49,2725648
10/6/2022,Regular,8.47,169.33,2744745
10/6/2022,Regular,8,158.08,2726402
10/6/2022,Regular,8,122.32,2727364
10/6/2022,Regular,8,152,2726987
10/6/2022,Regular,8,120.64,2726961
10/6/2022,Regular,8.5,128.18,2727000
10/6/2022,Regular,8.45,127.43,2725544
10/6/2022,Regular,8,120.64,2727715
10/6/2022,Regular,8.48,249.41,2725505
10/6/2022,Regular,8,178.08,2726168
10/6/2022,Regular,5.4,117.94,2726285
10/6/2022,Overtime,3.35,109.75,2726285
10/6/2022,Regular,8.98,170.68,2741157
10/6/2022,Regular,8.25,165.74,2726571
10/6/2022,Regular,8.12,156.25,2701806
10/6/2022,Regular,7.95,153.04,2710048
10/6/2022,Regular,8.92,169.42,2741144
10/6/2022,Regular,8.25,154.44,2726480
10/6/2022,Regular,8,120.64,2727013
10/6/2022,Regular,8,515.38,2727728
10/6/2022,Regular,9,189.81,2725388
10/6/2022,Regular,8.35,149.8,2735021
10/6/2022,Regular,8,615.38,2727767
10/6/2022,Regular,8,120.64,2727403
10/6/2022,Overtime,2.35,81.08,2741105
10/6/2022,Regular,9.65,221.95,2741105
10/6/2022,Regular,7.6,165.98,2725908
10/6/2022,Regular,8.67,189.28,2726194
10/6/2022,Regular,8,120.64,2727026
10/6/2022,Regular,8.6,171.57,2725557
10/6/2022,Regular,9.12,182.33,2742561
10/6/2022,Regular,8.38,155.09,2742548
10/6/2022,Regular,8,309.57,2727819
10/6/2022,Regular,8.32,173.07,2725609
10/6/2022,Regular,9.38,178.28,2746552
10/6/2022,Regular,2.3,35.03,2735047
10/6/2022,Regular,5.5,104.5,2746877
10/6/2022,Overtime,3.1,88.35,2746877
10/6/2022,Regular,8.38,205.39,2746955
10/6/2022,Regular,8,119.52,2727052
10/6/2022,Regular,8.25,148.5,2745577
10/6/2022,Regular,8.02,148.31,2741079
10/6/2022,Regular,8.48,194.1,2726181
10/6/2022,Regular,8.18,148.2,2725661
10/6/2022,Regular,8,238.46,2743263
10/6/2022,Regular,7.87,118.63,2727065
10/6/2022,Regular,7.87,118.63,2727078
10/6/2022,Regular,8,120.64,2727091
10/6/2022,PTO,1,17.25,2727104
10/6/2022,Regular,7.27,125.35,2727104
10/6/2022,Regular,8,120.64,2727962
10/6/2022,Regular,8,120.64,2727117
10/6/2022,PTO,8,158.08,2727130
10/6/2022,Regular,7.98,182.66,2726532
10/6/2022,Regular,8,269.23,2725518
10/6/2022,Overtime,1.13,31.52,2737088
10/6/2022,Regular,7,129.78,2737088
10/6/2022,Regular,8,348.08,2729860
10/6/2022,Regular,8,211.54,2726714
10/6/2022,Regular,8.35,149.8,2725674
10/6/2022,Regular,5.93,89.47,2727884
10/6/2022,Regular,7.28,142.53,2725947
10/6/2022,Regular,8.25,159.64,2726337
10/6/2022,Overtime,9.95,432.83,2742535
10/6/2022,Regular,2.28,66.22,2742535
10/6/2022,Regular,8,158.08,2727143
10/6/2022,Regular,10.47,198.87,2747046
10/6/2022,Regular,8.25,167.31,2726506
10/6/2022,Regular,8.17,126.01,2727182
10/6/2022,Regular,8.5,185.64,2725934
10/6/2022,Regular,8.6,203.22,2728937
10/6/2022,Regular,8.6,275.2,2745499
10/6/2022,Regular,8.73,197.9,2726038
10/6/2022,Regular,8.63,204.01,2726207
10/6/2022,Regular,8,250.5,2726025
10/6/2022,Regular,8.57,274.13,2747345
10/6/2022,Regular,4.95,94.89,2726428
